frame_nmr,car_id,car_bbox,car_class,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
802,310,[1522.921875 970.6685180664062 1952.9212646484375 1333.037841796875],car,[1676.4638671875 1206.025634765625 1812.326171875 1253.28759765625],0.2619699239730835,LOEERD,0.019267193050521804
803,228,[578.5675659179688 893.3902587890625 1033.989013671875 1246.647705078125],car,[743.746826171875 1125.99365234375 854.488037109375 1167.91357421875],0.7679532766342163,LN15ZZC,0.7257466194223484
804,228,[574.2197875976562 895.90380859375 1031.810791015625 1250.8394775390625],car,[738.0794677734375 1130.0296630859375 855.7716064453125 1172.8885498046875],0.6700934767723083,LN15ZZC,0.8968564342365173
805,228,[571.5137939453125 898.0181274414062 1029.7916259765625 1253.3067626953125],car,[735.6863403320312 1132.28125 864.4623413085938 1177.67724609375],0.5560095310211182,LN15ZZC,0.8490567246027219
805,310,[1522.5162353515625 981.5909423828125 1957.070068359375 1344.9619140625],car,[1679.60205078125 1216.1845703125 1811.0185546875 1264.424560546875],0.35339000821113586,DOGERD,0.3288628846022502
806,228,[569.2230224609375 902.0993041992188 1028.8638916015625 1256.320068359375],car,[735.9442138671875 1138.247802734375 855.6219482421875 1180.7529296875],0.6776512861251831,LN15ZZC,0.5443949008858208
806,310,[1522.356689453125 984.7460327148438 1959.611083984375 1349.0860595703125],car,[1677.091064453125 1221.9951171875 1810.123291015625 1269.3896484375],0.5922198295593262,DO6ERD,0.14625694566149586
807,228,[566.0343017578125 905.3826293945312 1027.857666015625 1260.313232421875],car,[729.316650390625 1144.7451171875 847.55419921875 1186.189453125],0.8614110946655273,LN15ZZC,0.776059596051938
808,228,[565.2000122070312 907.5944213867188 1025.1123046875 1262.90625],car,[727.327392578125 1147.6182861328125 848.095458984375 1185.6243896484375],0.6703190207481384,LN15ZZC,0.8691341808131254
808,310,[1522.576171875 992.6915283203125 1962.527099609375 1358.241455078125],car,[1677.5120849609375 1227.2308349609375 1817.8507080078125 1280.3607177734375],0.2931446135044098,GJ06ERD,0.31342728995852737
809,228,[563.1441650390625 910.8562622070312 1023.9861450195312 1268.6016845703125],car,[721.839111328125 1149.3697509765625 846.519287109375 1197.6898193359375],0.7320498824119568,LN15ZZC,0.8583879824184338
809,310,[1522.7130126953125 996.5615234375 1963.5523681640625 1363.6343994140625],car,[1677.327392578125 1236.291015625 1812.205322265625 1288.80859375],0.4528915584087372,GJ06ERD,0.269374251033488
810,228,[560.8336791992188 914.8867797851562 1022.9575805664062 1273.832275390625],car,[725.5413818359375 1152.4169921875 848.9903564453125 1198.29931640625],0.4693104028701782,LN15ZZC,0.9594391202019988
810,310,[1523.1400146484375 1000.265625 1965.7039794921875 1369.140380859375],car,[1678.767822265625 1240.97021484375 1808.970703125 1291.21630859375],0.44749659299850464,GJ06EFD,0.3103982419905156
811,228,[560.1492309570312 917.482666015625 1021.9977416992188 1276.6597900390625],car,[728.1021728515625 1156.29345703125 842.4112548828125 1196.53857421875],0.7657634615898132,LN15ZZC,0.8441755530376418
811,310,[1523.80419921875 1001.72216796875 1966.3726806640625 1372.4661865234375],car,[1679.7906494140625 1241.83837890625 1812.5164794921875 1295.6318359375],0.45092904567718506,GJ06EFD,0.1825992050855601
812,228,[557.1917724609375 920.9963989257812 1020.7727661132812 1279.727294921875],car,[709.5904541015625 1160.9326171875 839.3699951171875 1200.599609375],0.7558561563491821,LN15ZZC,0.6442184003470734
812,310,[1523.2088623046875 1006.5449829101562 1966.5845947265625 1377.8505859375],car,[1678.51025390625 1246.8643798828125 1817.67236328125 1297.3514404296875],0.7274578213691711,GJ06EPD,0.34564762949893707
813,228,[554.24267578125 923.7552490234375 1021.6900024414062 1283.9779052734375],car,[714.1055908203125 1163.515625 839.1986083984375 1208.857421875],0.8394001722335815,LN15ZZC,0.37179198524554896
813,310,[1522.837158203125 1011.4130859375 1968.112060546875 1382.206298828125],car,[1683.445556640625 1248.2503662109375 1816.400634765625 1300.6654052734375],0.6453163623809814,GJ06EPD,0.1933315963947272
814,228,[552.6492309570312 925.9594116210938 1020.4130249023438 1286.408447265625],car,[717.0716552734375 1165.4503173828125 840.94482421875 1211.1522216796875],0.8115418553352356,LN15ZZC,0.7806664362408055
814,310,[1523.0445556640625 1014.5272827148438 1969.1392822265625 1384.833740234375],car,[1683.955810546875 1255.227294921875 1814.31640625 1308.866455078125],0.3977315127849579,GJ06EFD,0.2560921358621027
815,228,[548.4442749023438 927.947509765625 1017.6689453125 1291.56298828125],car,[715.5737915039062 1174.267333984375 838.6355590820312 1212.455322265625],0.8118253350257874,LN15ZZC,0.8976805745657848
815,310,[1522.94091796875 1018.0732421875 1970.4000244140625 1390.3887939453125],car,[1680.96142578125 1257.72998046875 1820.37890625 1312.259765625],0.5429204106330872,GJ06EPD,0.24270320852145078
816,228,[544.5504760742188 929.9365844726562 1017.1422119140625 1296.5211181640625],car,[710.6931762695312 1179.6363525390625 831.6604614257812 1217.5428466796875],0.7857725024223328,LN15ZZC,0.9602559936640076
817,228,[542.8055419921875 932.0691528320312 1014.8554077148438 1300.3411865234375],car,[713.8634643554688 1181.14599609375 829.1663208007812 1222.72998046875],0.836391031742096,LN15ZZC,0.6592658335950561
818,228,[540.81982421875 936.34912109375 1012.9524536132812 1304.575439453125],car,[708.6944580078125 1184.014404296875 825.1649169921875 1234.113525390625],0.620141327381134,LM15ZZC,0.770968977556538
819,228,[538.4274291992188 941.1235961914062 1010.9743041992188 1310.0902099609375],car,[699.2880249023438 1185.605224609375 824.2079467773438 1230.61376953125],0.7781129479408264,LM15ZZC,0.5344437904285128
819,310,[1522.884521484375 1032.7891845703125 1977.324951171875 1409.97802734375],car,[1681.1219482421875 1277.5654296875 1819.5386962890625 1327.66796875],0.5252317786216736,LJDGEPD,0.0844673095956754
820,228,[536.344482421875 942.666015625 1009.5701293945312 1313.4737548828125],car,[674.1317749023438 1186.837646484375 824.5199584960938 1234.616455078125],0.7066436409950256,LN15ZZC,0.7396860570841802
820,310,[1522.9681396484375 1034.7103271484375 1978.1239013671875 1412.1767578125],car,[1685.490966796875 1280.2996826171875 1821.370361328125 1331.0975341796875],0.5310141444206238,GJ06EFD,0.4124370036894769
821,228,[533.6119384765625 946.0540161132812 1009.9532470703125 1318.03076171875],car,[697.5291748046875 1190.638671875 823.2186279296875 1239.990234375],0.8304891586303711,LN15ZZC,0.9295399881693511
821,310,[1522.6539306640625 1039.7041015625 1979.4361572265625 1417.823486328125],car,[1682.3516845703125 1289.415283203125 1822.5806884765625 1341.090087890625],0.5096902847290039,GJ06EPW,0.12528017920923384
822,228,[529.0271606445312 949.7476806640625 1006.0144653320312 1322.2371826171875],car,[693.132568359375 1195.5772705078125 817.03759765625 1240.9188232421875],0.814951479434967,LN15ZZC,0.6758832756771742
822,310,[1521.943115234375 1043.5225830078125 1980.64697265625 1422.9814453125],car,[1683.8525390625 1292.6151123046875 1829.5263671875 1344.8338623046875],0.5143104791641235,GJ06EFW,0.11451323503788868
823,228,[528.1435546875 952.6426391601562 1006.76318359375 1325.7684326171875],car,[700.9068603515625 1202.614013671875 820.0526123046875 1243.371826171875],0.7457260489463806,LNSZZC,0.8378721338736373
823,310,[1522.00048828125 1046.393798828125 1980.962158203125 1425.8626708984375],car,[1683.44287109375 1295.4267578125 1827.989013671875 1348.3125],0.6582261919975281,GJ06EPW,0.18381134944160324
824,228,[524.172119140625 957.2108154296875 1003.8692626953125 1330.7425537109375],car,[685.3489990234375 1207.0634765625 817.9913330078125 1249.2509765625],0.8305130004882812,LN15ZZC,0.8135497059511776
824,310,[1522.50439453125 1051.0086669921875 1982.8363037109375 1429.5194091796875],car,[1685.28466796875 1304.02587890625 1827.58056640625 1352.99072265625],0.3800032436847687,GJ06EFD,0.13608097180239015
825,228,[519.71533203125 961.504638671875 1002.3400268554688 1336.688232421875],car,[681.5711669921875 1212.94580078125 813.8697509765625 1259.190185546875],0.6370240449905396,LN15ZZC,0.9202292466515635
826,228,[517.103759765625 964.019287109375 1001.1778564453125 1339.9559326171875],car,[688.8885498046875 1214.187744140625 811.7647705078125 1259.6435546875],0.7269780039787292,LN15ZZC,0.19720727561815568
826,310,[1523.24462890625 1059.0865478515625 1985.4345703125 1433.8072509765625],car,[1688.449462890625 1310.3115234375 1831.385986328125 1357.919921875],0.6328978538513184,LJ06EPW,0.15847785142604556
827,310,[1523.225830078125 1062.325439453125 1987.1246337890625 1433.94873046875],car,[1690.855224609375 1313.69287109375 1827.516845703125 1363.318115234375],0.8709837198257446,GJ06EPW,0.15220375683465676
827,228,[514.93701171875 967.6635131835938 1000.3303833007812 1344.3165283203125],car,[686.0601806640625 1219.3671875 812.2662353515625 1261.7138671875],0.6946441531181335,LN15ZZC,0.6039170818183616
828,228,[511.4842529296875 971.301513671875 998.1036987304688 1348.4521484375],car,[681.8561401367188 1224.9267578125 806.6121215820312 1269.86865234375],0.8198665380477905,LN15ZZC,0.8683998008821749
829,228,[509.0868225097656 973.5938720703125 996.7141723632812 1351.051025390625],car,[679.861572265625 1226.7847900390625 811.75244140625 1273.5633544921875],0.831174373626709,LNSZZC,0.7903857838864147
829,310,[1522.9248046875 1069.316162109375 1990.38037109375 1433.5697021484375],car,[1694.09814453125 1324.0546875 1835.14599609375 1375.740966796875],0.37020498514175415,OJ06EPD,0.30562701338857134
830,228,[505.26416015625 976.6044921875 992.9038696289062 1356.5748291015625],car,[683.7513427734375 1233.6907958984375 799.6453857421875 1272.3839111328125],0.7626968026161194,LM15ZZC,0.4124374471794139
830,310,[1523.3187255859375 1074.286865234375 1993.5501708984375 1434.228759765625],car,[1694.510009765625 1329.316650390625 1834.447021484375 1379.828857421875],0.33682137727737427,OJ06EPD,0.16275156493384932
831,228,[501.6330261230469 980.6593627929688 990.6456298828125 1361.8907470703125],car,[682.5673828125 1240.39404296875 797.4888916015625 1281.60498046875],0.819389820098877,LN15ZZC,0.8087330839712226
832,228,[499.522216796875 983.608642578125 991.1287841796875 1364.777099609375],car,[671.9442749023438 1243.4739990234375 797.5291137695312 1283.4027099609375],0.8241699934005737,LN15ZZC,0.5634638579168387
833,228,[495.7624206542969 988.1026000976562 988.6848754882812 1370.32666015625],car,[668.138427734375 1246.584228515625 789.681640625 1289.848388671875],0.7705596685409546,LNSZZC,0.7291247024618515
834,228,[492.7459716796875 990.7498779296875 988.62060546875 1376.195556640625],car,[665.0074462890625 1248.432373046875 792.7769775390625 1293.755615234375],0.8286671042442322,LN15ZZC,0.8823990084426666
834,310,[1523.5892333984375 1090.8375244140625 1998.76513671875 1433.4444580078125],car,[1696.65283203125 1349.5279541015625 1836.4765625 1396.9075927734375],0.28264135122299194,GJ06EPD,0.3723150475079608
835,228,[490.6429443359375 991.93603515625 986.1464233398438 1379.4365234375],car,[667.6494750976562 1250.7886962890625 792.0470581054688 1294.5501708984375],0.8218713402748108,LN15ZZC,0.8838080893707139
836,228,[488.0604553222656 993.9915161132812 985.3359985351562 1383.7835693359375],car,[663.4161376953125 1256.3807373046875 790.6046142578125 1301.4708251953125],0.8409407734870911,LN15ZZC,0.9056945532750992
837,228,[484.1396179199219 999.0463256835938 982.9231567382812 1389.692138671875],car,[654.0448608398438 1261.9600830078125 786.9854125976562 1306.0831298828125],0.8515670895576477,LN15ZZC,0.8812916154870988
838,228,[480.9781494140625 998.8417358398438 981.2391967773438 1393.121826171875],car,[656.4204711914062 1264.561279296875 790.8950805664062 1309.600830078125],0.8393591046333313,LN15ZZC,0.7221044219101791
839,228,[477.5347595214844 1002.4004516601562 979.1815795898438 1399.0020751953125],car,[644.5037841796875 1275.137939453125 784.406982421875 1314.857177734375],0.7933590412139893,LN15ZZC,0.680374038757592
839,310,[1524.2734375 1110.8831787109375 2006.1112060546875 1434.387451171875],car,[1695.0428466796875 1374.5238037109375 1839.7005615234375 1422.4764404296875],0.40812045335769653,GJ06EPD,0.11752679107220516
840,228,[474.6607971191406 1009.5097045898438 976.4370727539062 1404.065673828125],car,[651.7744750976562 1278.8248291015625 780.6961059570312 1321.1280517578125],0.7963628172874451,LNSZZC,0.6457248118403642
841,228,[471.8501892089844 1013.27197265625 976.2144775390625 1406.7467041015625],car,[652.9947509765625 1280.76708984375 780.3133544921875 1321.779296875],0.8248404860496521,LNSZZC,0.29921500367842546
842,228,[468.35546875 1018.8536376953125 974.3394775390625 1411.4520263671875],car,[651.1648559570312 1285.36328125 777.8451538085938 1326.46337890625],0.81045001745224,LN15ZZC,0.8996092995536108
843,228,[465.18341064453125 1023.3911743164062 972.5990600585938 1416.0863037109375],car,[642.5406494140625 1290.130859375 778.4539794921875 1336.15673828125],0.8527127504348755,LN15ZZC,0.44002740030778886
844,228,[463.1903381347656 1027.1007080078125 972.43017578125 1418.3115234375],car,[643.9366455078125 1290.9437255859375 776.8211669921875 1337.5357666015625],0.8662317395210266,LN15ZZC,0.652873378526683
845,228,[458.860595703125 1031.4417724609375 969.7105102539062 1423.4046630859375],car,[644.0528564453125 1297.984619140625 772.372802734375 1343.248779296875],0.8537493944168091,LN15ZZC,0.9806029231040481
846,228,[454.5496826171875 1036.0606689453125 966.615234375 1429.1182861328125],car,[632.24755859375 1305.9815673828125 766.660400390625 1351.3148193359375],0.8728711009025574,LN15ZZC,0.8977607264617714
847,228,[452.7219543457031 1039.976318359375 966.7423095703125 1430.78955078125],car,[632.0142211914062 1308.726318359375 766.4177856445312 1351.734619140625],0.8763769268989563,LNSZZC,0.4689208417136038
848,228,[449.78631591796875 1044.4683837890625 964.9464111328125 1434.4935302734375],car,[630.0640869140625 1312.453125 764.03515625 1355.88427734375],0.8740399479866028,LNSZZC,0.706221689385814
849,228,[446.41143798828125 1049.7164306640625 962.7344970703125 1435.988037109375],car,[631.12939453125 1316.4228515625 763.71142578125 1362.8154296875],0.8768303394317627,LN15ZZC,0.6268310417977707
849,465,[1526.2550048828125 845.8651123046875 1928.9036865234375 1153.9093017578125],car,[1671.484130859375 1060.11328125 1783.031982421875 1092.45849609375],0.4036284387111664,DA03CLX,0.3796228027800237
850,228,[444.6502990722656 1052.1424560546875 962.435791015625 1435.2821044921875],car,[633.9478759765625 1320.58349609375 764.8426513671875 1367.2568359375],0.8578987717628479,LNSZZC,0.7978175684141687
850,465,[1526.1160888671875 847.1199340820312 1928.9478759765625 1154.6553955078125],car,[1670.8809814453125 1057.7772216796875 1780.7681884765625 1094.1278076171875],0.5268285870552063,DA07CLY,0.2889631687845565
851,228,[443.01055908203125 1054.4412841796875 960.1828002929688 1435.470947265625],car,[624.1427612304688 1326.9195556640625 757.0942993164062 1372.0777587890625],0.8458511829376221,LNSZZC,0.9187494290054647
852,228,[439.6622619628906 1055.531982421875 958.9220581054688 1435.7635498046875],car,[619.476806640625 1332.3006591796875 756.052490234375 1379.8870849609375],0.8573997616767883,LNSZZC,0.9828839854770701
852,465,[1526.3316650390625 851.2429809570312 1931.082275390625 1162.2596435546875],car,[1671.1533203125 1064.2939453125 1785.3837890625 1099.29541015625],0.4609283208847046,DAOZCLX,0.37072057876223163
853,228,[437.2237854003906 1055.765625 956.9710693359375 1435.4476318359375],car,[617.779296875 1338.349365234375 754.068115234375 1381.939208984375],0.820396363735199,LNSZZC,0.9506005431056175
853,465,[1527.293212890625 853.1215209960938 1931.8328857421875 1163.600341796875],car,[1668.55029296875 1062.623779296875 1787.04443359375 1105.198486328125],0.6130530834197998,DAOTCLY,0.4537778838746003
854,228,[433.50408935546875 1056.0880126953125 954.7014770507812 1435.398681640625],car,[619.53466796875 1344.065185546875 751.9658203125 1386.362548828125],0.8703808784484863,LN15ZZC,0.5873467503095093
854,465,[1526.9105224609375 856.57373046875 1933.0340576171875 1167.9080810546875],car,[1666.38427734375 1066.183349609375 1787.892578125 1105.458984375],0.514294445514679,WAOTCLI,0.39260649668575
855,228,[430.0023498535156 1063.1697998046875 954.562744140625 1434.707763671875],car,[614.9764404296875 1346.9169921875 750.5433349609375 1391.88671875],0.8636763691902161,LN15ZZC,0.5826623307490285
856,228,[427.66864013671875 1063.9415283203125 954.9552612304688 1434.0704345703125],car,[616.7833251953125 1351.076904296875 747.867431640625 1395.2529296875],0.8575372695922852,LN15ZZC,0.7370588591588674
856,465,[1526.7464599609375 860.4600219726562 1935.172607421875 1174.2879638671875],car,[1674.33544921875 1068.7603759765625 1788.27587890625 1101.4879150390625],0.34788933396339417,MAO7CLXT,0.24523749307225295
857,228,[424.275390625 1073.1439208984375 952.64990234375 1434.4647216796875],car,[614.5177612304688 1356.87841796875 748.5383911132812 1400.5244140625],0.839310348033905,LN15ZZC,0.6392583732658593
858,228,[421.2117614746094 1079.484375 952.16650390625 1434.7491455078125],car,[611.2001953125 1366.86474609375 747.015869140625 1407.47412109375],0.7842822670936584,LN15ZZC,0.9433935917050069
859,228,[418.989013671875 1084.21337890625 952.1943969726562 1434.7081298828125],car,[610.186279296875 1370.7857666015625 743.53076171875 1408.0184326171875],0.613533079624176,LN15ZZC,0.9620114279021689
860,228,[414.1212463378906 1088.29150390625 950.1268920898438 1434.609619140625],car,[604.7508544921875 1373.85009765625 742.0489501953125 1418.1728515625],0.8595970273017883,LISZZC,0.6433255891236109
860,465,[1527.39501953125 871.2579956054688 1938.8623046875 1187.4996337890625],car,[1679.35791015625 1090.967529296875 1788.5234375 1125.91796875],0.3023579716682434,DADJCLX,0.35276418787053804
861,228,[411.0621032714844 1090.721923828125 947.8450927734375 1434.6966552734375],car,[589.773681640625 1377.9326171875 738.9954833984375 1425.94677734375],0.8123360872268677,LN15ZZC,0.7845006946430461
861,465,[1527.2818603515625 873.4086303710938 1940.5186767578125 1190.197509765625],car,[1678.13427734375 1092.2923583984375 1789.15087890625 1124.8934326171875],0.47643178701400757,DA07CLX,0.2954819748926357
862,228,[408.3984375 1090.7078857421875 947.484375 1434.6064453125],car,[592.1959228515625 1382.092041015625 737.2054443359375 1429.535400390625],0.8118888735771179,LNSZZC,0.7550854547411746
863,465,[1527.4345703125 877.5910034179688 1942.75244140625 1195.8531494140625],car,[1668.9144287109375 1093.72802734375 1791.9578857421875 1138.298828125],0.4547640085220337,DA07CLX,0.18723260939614184
864,465,[1527.156494140625 881.1146240234375 1944.5047607421875 1199.901123046875],car,[1675.792236328125 1093.7203369140625 1794.524169921875 1134.4107666015625],0.6208789348602295,DA07CLX,0.7226631543673088
866,465,[1527.294921875 887.6008911132812 1945.93359375 1207.91357421875],car,[1679.427734375 1097.14208984375 1795.75146484375 1130.51416015625],0.6687977910041809,[XN7TTY,0.03564399003201057
869,465,[1527.6834716796875 895.4988403320312 1949.3209228515625 1219.427490234375],car,[1680.31201171875 1111.855712890625 1797.69580078125 1149.552978515625],0.4301551878452301,MOTCLZ,0.07697907668027985
870,465,[1528.5386962890625 898.71240234375 1950.5048828125 1222.4666748046875],car,[1676.100830078125 1119.128173828125 1799.718505859375 1156.844970703125],0.5159860849380493,DO7CLX,0.27144318429039344
871,465,[1528.568603515625 899.7147216796875 1952.2730712890625 1224.2811279296875],car,[1680.21630859375 1122.138916015625 1801.238037109375 1157.587158203125],0.5996549725532532,DAOJCLIX,0.13554866747505478
875,465,[1530.442138671875 910.039306640625 1959.1029052734375 1242.48291015625],car,[1685.62890625 1131.994140625 1806.06640625 1166.3681640625],0.3673480749130249,IA07CLX,0.4992318679200454
879,465,[1531.1160888671875 920.371337890625 1964.6741943359375 1256.1441650390625],car,[1692.1072998046875 1151.10107421875 1809.5072021484375 1187.427978515625],0.6057568192481995,@AO7CLX,0.34513323197642576
880,465,[1532.0184326171875 922.9456176757812 1965.695556640625 1258.50390625],car,[1686.1986083984375 1151.291015625 1809.5399169921875 1189.09375],0.7293618321418762,DOZCLX,0.5505890854712026
882,465,[1533.0360107421875 931.420166015625 1967.4617919921875 1269.7772216796875],car,[1696.684814453125 1156.7906494140625 1810.576171875 1194.3978271484375],0.6535654067993164,MA07CLX,0.19516865514487788
883,465,[1533.3770751953125 933.5137329101562 1969.293212890625 1272.4227294921875],car,[1694.42822265625 1161.07275390625 1812.73291015625 1193.64208984375],0.5848920941352844,DAN7CLY,0.12421044738639025
887,465,[1535.2550048828125 947.9644165039062 1973.3446044921875 1288.159912109375],car,[1694.7310791015625 1185.638427734375 1820.5032958984375 1221.72802734375],0.7338177561759949,DA07CLI,0.13295377615469645
888,465,[1535.437744140625 951.8722534179688 1976.1815185546875 1293.39892578125],car,[1694.3447265625 1187.6181640625 1819.431640625 1227.983154296875],0.7317615747451782,MOJCLI,0.04863535795162119
889,465,[1535.279296875 953.8389282226562 1978.423583984375 1296.83349609375],car,[1696.5609130859375 1188.788330078125 1822.3328857421875 1227.889892578125],0.6498500108718872,@O7CLI,0.26540108111866123
890,465,[1535.8199462890625 956.7249145507812 1980.867919921875 1300.8004150390625],car,[1696.22607421875 1189.61181640625 1825.33251953125 1233.0947265625],0.5769655108451843,MA07CLX,0.08388730600193896
891,465,[1536.18115234375 960.81298828125 1983.7193603515625 1306.9886474609375],car,[1695.405029296875 1193.248291015625 1826.40185546875 1235.287841796875],0.8063822388648987,DD7CLX,0.5405232792695035
892,465,[1536.4306640625 962.6610107421875 1985.2977294921875 1309.941162109375],car,[1697.07373046875 1194.0343017578125 1826.2900390625 1231.2332763671875],0.8262830376625061,[DO7CLX,0.3519012175242888
894,465,[1537.3076171875 969.7855224609375 1989.9671630859375 1319.11474609375],car,[1696.73388671875 1209.1015625 1834.94287109375 1253.41552734375],0.4665822684764862,DADZCLI,0.3822635432732324
895,465,[1537.35986328125 971.5009765625 1991.990966796875 1321.781005859375],car,[1703.399169921875 1218.156982421875 1827.802490234375 1251.798583984375],0.494026243686676,DAD7CLIL,0.1562600128740279
896,465,[1538.8955078125 975.0527954101562 1994.683349609375 1327.610595703125],car,[1707.042236328125 1217.2392578125 1831.304931640625 1255.62451171875],0.7913400530815125,WADZCLI,0.12283737607624856
897,465,[1539.231689453125 978.0709228515625 1997.2908935546875 1333.105712890625],car,[1703.001220703125 1214.774169921875 1842.097900390625 1262.063232421875],0.4702805280685425,DAD7CLI,0.14477767191212088
898,465,[1539.8983154296875 981.0010986328125 1997.3551025390625 1335.748779296875],car,[1704.090087890625 1219.573974609375 1835.654296875 1261.921630859375],0.6520122289657593,DAD7CLX,0.4019169115459156
898,285,[1407.9727783203125 625.4368286132812 1817.4315185546875 1007.926513671875],car,[1560.078369140625 900.3123779296875 1665.276123046875 940.3902587890625],0.522454559803009,(EOJVK5,0.10047702539094246
899,465,[1540.7542724609375 984.6012573242188 1998.44921875 1341.1712646484375],car,[1707.804443359375 1220.5166015625 1838.739501953125 1261.708984375],0.5414058566093445,DAD7CLX,0.3410837982569208
899,285,[1406.5819091796875 627.1162109375 1818.040283203125 1011.719970703125],car,[1555.503173828125 902.787109375 1663.478759765625 942.63330078125],0.3390979468822479,EYO9,0.2015829235315323
900,285,[1405.940185546875 627.7528686523438 1818.5478515625 1014.1012573242188],car,[1559.351318359375 907.25146484375 1660.7724609375 944.2412109375],0.3935711681842804,EOJVW5,0.5715878422326479
901,285,[1405.4976806640625 627.6905517578125 1818.413818359375 1015.5303344726562],car,[1557.255859375 908.50390625 1670.29150390625 946.6708984375],0.3531115651130676,E7OJVW5,0.2745017190866635
902,285,[1405.121826171875 629.7994384765625 1818.2086181640625 1018.9656372070312],car,[1556.177734375 912.5863037109375 1660.146484375 949.4256591796875],0.4813804626464844,EY06VWS,0.473455513778522
902,465,[1542.7855224609375 991.3993530273438 2002.9927978515625 1354.3287353515625],car,[1710.5205078125 1247.0794677734375 1841.76708984375 1284.0460205078125],0.39377620816230774,DAD7CLX,0.271718252566972
903,465,[1544.2803955078125 995.9696655273438 2005.1142578125 1359.22412109375],car,[1712.13671875 1247.0479736328125 1840.33935546875 1286.4473876953125],0.8076186180114746,[DAOJCLI,0.12078684522026525
903,285,[1403.8302001953125 631.2044067382812 1817.7415771484375 1021.4521484375],car,[1555.59716796875 917.02978515625 1660.02001953125 956.00732421875],0.6095396876335144,EY09VMS,0.09384097733623584
904,285,[1402.820068359375 632.1986694335938 1817.7662353515625 1021.758544921875],car,[1553.136962890625 917.5798950195312 1661.675537109375 955.6848754882812],0.5736384987831116,EEYOGVWS,0.31662356213199855
904,465,[1545.1087646484375 998.0719604492188 2005.6434326171875 1360.56201171875],car,[1713.6253662109375 1248.039794921875 1843.4681396484375 1291.7607421875],0.4832252562046051,DADZCLX,0.4569122960646124
905,285,[1401.6168212890625 631.8374633789062 1818.1680908203125 1024.90771484375],car,[1551.097900390625 921.05810546875 1661.733642578125 958.20263671875],0.5276150703430176,EX06VWS,0.2176350944397104
905,465,[1545.6883544921875 1001.221923828125 2009.0037841796875 1365.459228515625],car,[1712.31640625 1254.76953125 1847.8681640625 1298.09912109375],0.2903788983821869,DD7CLX,0.2339682135864194
905,342,[518.2451171875 1059.3472900390625 1052.8773193359375 1433.1727294921875],car,[753.2733154296875 1346.222412109375 843.8057861328125 1385.273193359375],0.25043603777885437,0MNA,0.7406780543421582
906,465,[1546.12451171875 1005.869873046875 2012.49267578125 1370.7183837890625],car,[1717.212158203125 1254.858154296875 1847.770263671875 1293.525634765625],0.5641770958900452,DAOZCLX,0.4059359560814449
906,285,[1401.0654296875 631.8231201171875 1818.3504638671875 1028.3804931640625],car,[1551.157958984375 922.5933837890625 1663.239013671875 960.4569091796875],0.4332233965396881,EO:VKS},0.09620117564093573
906,342,[515.1494140625 1063.7281494140625 1049.4747314453125 1432.7484130859375],car,[755.2354736328125 1349.349365234375 844.78955078125 1392.423828125],0.4154875874519348,DMMA,0.3510856330394745
907,465,[1546.8084716796875 1008.4769287109375 2014.584716796875 1374.4022216796875],car,[1713.543212890625 1257.293212890625 1851.291259765625 1298.62548828125],0.7483921051025391,DAD7CLX,0.30010884312443664
907,285,[1399.671875 631.6470947265625 1818.0308837890625 1029.86572265625],car,[1550.89404296875 922.893310546875 1663.55615234375 961.64306640625],0.6236066222190857,EOJVWS},0.2690732347930786
907,342,[511.6282958984375 1068.707275390625 1048.2119140625 1431.866943359375],car,[751.509521484375 1349.544677734375 843.28369140625 1396.310791015625],0.525101363658905,DINA,0.15468306839466095
908,285,[1398.4979248046875 635.3668823242188 1818.6336669921875 1033.8011474609375],car,[1550.494140625 924.3350830078125 1662.409912109375 961.6954345703125],0.5568605065345764,EOJVKS},0.19625331879521776
909,465,[1548.9918212890625 1020.6234130859375 2021.5096435546875 1383.514892578125],car,[1722.714111328125 1268.284912109375 1855.591064453125 1312.254150390625],0.6490281224250793,ADTCLX,0.6024847457708338
909,285,[1398.1168212890625 637.4755249023438 1819.512939453125 1036.9178466796875],car,[1551.3897705078125 927.283935546875 1655.9093017578125 965.3023681640625],0.5771963596343994,EYO?VWS,0.4298371108929132
909,342,[505.1498718261719 1079.25146484375 1044.4735107421875 1432.1954345703125],car,[743.864013671875 1366.821533203125 830.33056640625 1408.214111328125],0.41344186663627625,'OMNA,0.1425050508024805
910,285,[1397.716796875 638.404296875 1818.685791015625 1038.0738525390625],car,[1554.609130859375 928.1058959960938 1661.0625 966.8980102539062],0.625877320766449,MEYOBVUS,0.06972382240525989
910,465,[1549.0482177734375 1023.96142578125 2025.493896484375 1387.5968017578125],car,[1725.754638671875 1280.978759765625 1856.505615234375 1317.506103515625],0.5752447247505188,WA07CLX,0.13520743815765413
911,465,[1549.8411865234375 1027.9813232421875 2028.0875244140625 1392.3070068359375],car,[1729.0955810546875 1281.879150390625 1858.5745849609375 1327.743408203125],0.8296859860420227,DAOTCLX,0.26825191090384937
911,285,[1396.901611328125 641.0764770507812 1818.6829833984375 1041.538818359375],car,[1552.416259765625 931.8677978515625 1659.242919921875 971.7772216796875],0.7607429027557373,EOBVWS,0.23182121893978877
