frame_nmr,car_id,car_bbox,car_class,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
1391,717,[505.6263122558594 859.7910766601562 1025.779541015625 1372.02294921875],car,[703.9055786132812 1223.372314453125 838.3286743164062 1262.933349609375],0.8059530854225159,NL64OGR,0.23389739908234095
1392,717,[502.31298828125 863.6806640625 1024.7991943359375 1378.9669189453125],car,[701.77099609375 1229.7216796875 836.2535400390625 1270.57421875],0.7529762983322144,MEIDGI,0.13229103705343037
1393,717,[500.7745056152344 865.6292114257812 1024.105712890625 1381.8046875],car,[701.5262451171875 1231.5716552734375 839.1260986328125 1274.2664794921875],0.7690197229385376,MLEIDO,0.0874849509910495
1394,717,[496.9344787597656 870.2353515625 1022.7108764648438 1388.0093994140625],car,[698.4151611328125 1240.1771240234375 835.0916748046875 1280.5733642578125],0.6746841669082642,NL64OGJ,0.2334883703088654
1395,717,[493.08392333984375 873.5888061523438 1021.6875610351562 1392.8302001953125],car,[696.5684814453125 1243.7052001953125 830.3831787109375 1284.8685302734375],0.736927330493927,N640G7,0.16902314803051516
1396,717,[492.07470703125 875.9000244140625 1021.7086791992188 1395.335205078125],car,[697.53173828125 1246.68212890625 829.175048828125 1286.7666015625],0.7357895374298096,N640G3,0.6031465784849995
1397,717,[489.9599914550781 879.7724609375 1021.1796875 1400.20361328125],car,[691.8931884765625 1248.6600341796875 827.6654052734375 1290.2069091796875],0.8262547254562378,N6A0G3,0.32337401609684097
1398,717,[486.8894958496094 883.9572143554688 1021.7752685546875 1404.01123046875],car,[686.6258544921875 1252.8524169921875 827.5096435546875 1296.7110595703125],0.8498557209968567,NL64OGJ,0.17602752224786392
1399,717,[484.8052673339844 886.9246215820312 1021.1867065429688 1405.7657470703125],car,[685.9804077148438 1256.5733642578125 826.5064086914062 1300.1510009765625],0.8353211879730225,NL61OGX,0.15675417384936335
1400,717,[482.3014221191406 890.7373657226562 1019.3854370117188 1409.539306640625],car,[681.9124145507812 1263.234375 824.9863891601562 1306.82568359375],0.7079161405563354,N64OGA,0.06661392487340609
1401,717,[477.7769775390625 895.4781494140625 1017.9186401367188 1415.250732421875],car,[681.0931396484375 1270.419189453125 822.9986572265625 1313.237060546875],0.7863011360168457,N6IOGX,0.25697801817259175
1401,870,[1482.79248046875 929.4401245117188 1958.629150390625 1324.4923095703125],car,[1664.47705078125 1206.021484375 1787.86279296875 1251.167724609375],0.43072056770324707,LPILJA,0.7688924873591072
1402,717,[475.0240783691406 898.4769287109375 1024.0989990234375 1417.53564453125],car,[680.51904296875 1272.8167724609375 822.6279296875 1315.2969970703125],0.7985977530479431,N64OG},0.22787087633813308
1402,870,[1486.1788330078125 930.8599243164062 1959.7161865234375 1327.7369384765625],car,[1661.922119140625 1206.220458984375 1789.421142578125 1251.043701171875],0.5814628005027771,LPMLJA,0.901031119751725
1403,717,[471.77313232421875 902.8031616210938 1024.6177978515625 1419.3299560546875],car,[681.4732055664062 1276.9267578125 819.8795776367188 1318.09130859375],0.8023551106452942,NLEA0GY,0.12472305974666954
1403,870,[1482.089599609375 934.1497192382812 1961.35546875 1333.08544921875],car,[1666.3641357421875 1211.16845703125 1786.0797119140625 1255.78857421875],0.500316858291626,LPRLJA,0.4516487328144447
1404,717,[470.0840148925781 907.0410766601562 1018.7172241210938 1422.3138427734375],car,[678.614501953125 1281.095947265625 819.12255859375 1323.969970703125],0.8562755584716797,NEA0GY,0.1800946677397367
1404,870,[1477.683837890625 936.92919921875 1962.0455322265625 1336.6827392578125],car,[1662.89306640625 1213.6318359375 1802.7138671875 1260.025390625],0.6561260223388672,LPELJA,0.27900208961284856
1405,870,[1479.399658203125 939.1893920898438 1963.4527587890625 1339.25927734375],car,[1664.165283203125 1215.319580078125 1797.840576171875 1262.406982421875],0.8454593420028687,LPULJA,0.13025918866371
1405,717,[468.4091491699219 909.3065795898438 1021.2620239257812 1427.2489013671875],car,[676.4029541015625 1283.2078857421875 818.2947998046875 1325.3787841796875],0.8433068990707397,NL64OGY,0.1448761680972605
1406,870,[1483.6326904296875 942.6004028320312 1964.416015625 1343.612060546875],car,[1668.49267578125 1220.22216796875 1799.13623046875 1266.16015625],0.8524650931358337,LPULJA,0.5707725204213816
1406,717,[466.15484619140625 912.1832275390625 1031.4581298828125 1428.0621337890625],car,[674.4978637695312 1291.541748046875 815.9566040039062 1332.411865234375],0.8057734966278076,NE4OGX,0.13653123229744002
1407,717,[461.96990966796875 916.3556518554688 1021.3951416015625 1426.1302490234375],car,[672.0675048828125 1296.488525390625 815.4241943359375 1339.926513671875],0.7717205286026001,NLETOGX,0.2656848455453332
1407,870,[1481.687255859375 946.0969848632812 1967.773193359375 1348.2041015625],car,[1668.73828125 1227.21142578125 1808.1435546875 1270.77294921875],0.6393818259239197,LPRLJA,0.78564834849944
1408,717,[459.5012512207031 919.4805908203125 1015.9323120117188 1422.1280517578125],car,[670.515869140625 1300.563720703125 813.029052734375 1344.010986328125],0.7920603156089783,NG4ODZ,0.0442307761862047
1408,870,[1472.8905029296875 948.0849609375 1968.851318359375 1349.6202392578125],car,[1668.071044921875 1228.377197265625 1807.34521484375 1274.1025390625],0.6590664386749268,LPELJA,0.9053055692274441
1409,717,[456.9014892578125 922.838134765625 1020.1961059570312 1423.998046875],car,[669.6778564453125 1305.78369140625 812.9005126953125 1348.2041015625],0.7681997418403625,NEJ0D,0.0640730216746134
1409,870,[1468.7071533203125 951.2090454101562 1971.433349609375 1353.6099853515625],car,[1668.805419921875 1229.861572265625 1808.336181640625 1276.359619140625],0.6457064747810364,LPRLJA,0.45998832130048656
1410,717,[453.0403747558594 926.4786987304688 1012.9661254882812 1423.8101806640625],car,[667.9617919921875 1309.939697265625 808.6998291015625 1353.75537109375],0.8419376015663147,NL64DGZ,0.04120113794170603
1410,870,[1469.4012451171875 954.0875854492188 1974.639892578125 1358.68359375],car,[1672.2216796875 1236.6153564453125 1807.622802734375 1281.0274658203125],0.30871349573135376,LPALJA,0.662913196537043
1411,717,[450.98681640625 928.9282836914062 1010.8434448242188 1424.0518798828125],car,[669.1678466796875 1313.3837890625 809.4666748046875 1355.80322265625],0.8451933264732361,NL6A0G7,0.0831287271767778
1411,870,[1472.5013427734375 955.46142578125 1977.373779296875 1361.3216552734375],car,[1674.1014404296875 1238.9130859375 1806.3531494140625 1283.90234375],0.6702719330787659,LPELJA,0.41297370449110343
1412,717,[447.6717224121094 932.5161743164062 1010.029052734375 1421.3739013671875],car,[665.9911499023438 1320.739501953125 804.2510375976562 1361.569091796875],0.7631667256355286,ML64OGY,0.11119476593929158
1412,870,[1485.4482421875 958.41943359375 1980.2578125 1366.1474609375],car,[1671.55908203125 1243.238037109375 1809.68408203125 1286.928955078125],0.569057822227478,LPOLJA,0.19477525467526724
1413,870,[1478.1419677734375 961.7955932617188 1982.6043701171875 1371.4683837890625],car,[1672.47705078125 1244.49072265625 1812.95751953125 1291.11572265625],0.6342839002609253,LPALJA,0.8066626183348399
1413,717,[445.15606689453125 937.314453125 1009.3005981445312 1422.083251953125],car,[657.0919189453125 1327.4954833984375 802.8436279296875 1369.0860595703125],0.5353362560272217,NLEDGX,0.3140064879564105
1414,870,[1481.229736328125 964.2031860351562 1983.3829345703125 1373.3231201171875],car,[1673.3837890625 1248.8365478515625 1813.61181640625 1293.5657958984375],0.5035982131958008,LP14LJA,0.604354307573675
1414,717,[443.3423767089844 939.9351806640625 1009.1448974609375 1423.3082275390625],car,[656.963134765625 1330.9613037109375 805.69970703125 1372.1697998046875],0.4417766034603119,WE40GZ,0.24317889282069108
1415,870,[1476.5582275390625 967.206298828125 1987.1971435546875 1376.9573974609375],car,[1680.5338134765625 1252.230224609375 1814.8714599609375 1297.282958984375],0.7639340758323669,LP14LJA,0.37893521156074494
1415,717,[440.0321960449219 944.6329345703125 1019.2929077148438 1427.1300048828125],car,[656.281494140625 1338.396728515625 801.67138671875 1378.496826171875],0.5959151983261108,NET0G7,0.05720548466567198
1416,717,[435.5113830566406 948.38525390625 1007.8884887695312 1428.6336669921875],car,[654.678466796875 1344.2869873046875 794.972412109375 1384.1417236328125],0.7869813442230225,ME0GZ,0.3311306536564509
1416,870,[1492.676025390625 969.9921264648438 1989.8387451171875 1381.248779296875],car,[1682.4715576171875 1259.09765625 1814.4329833984375 1301.269287109375],0.7514369487762451,LPALJA,0.6012448827026681
1417,717,[433.4933166503906 951.2284545898438 1005.5850830078125 1429.42724609375],car,[654.4852294921875 1345.764892578125 795.0269775390625 1386.091064453125],0.7917377352714539,WB40G7,0.01182580079207073
1417,870,[1480.334228515625 971.9632568359375 1990.921630859375 1383.3077392578125],car,[1681.3905029296875 1260.599853515625 1816.4439697265625 1304.19189453125],0.7707720994949341,LP44LJA,0.2679679607263113
1418,870,[1484.5972900390625 975.4300537109375 1992.6221923828125 1387.565185546875],car,[1677.350341796875 1261.6439208984375 1820.211669921875 1309.0999755859375],0.7973425388336182,LPILJA,0.43893510840827255
1418,717,[428.3207702636719 955.1058349609375 1017.6415405273438 1431.23291015625],car,[649.8789672851562 1351.9989013671875 793.1565551757812 1389.9251708984375],0.6538654565811157,NL640C7,0.4999164838518228
1419,870,[1479.9658203125 978.23681640625 1994.321533203125 1391.313232421875],car,[1680.326171875 1266.98779296875 1819.36474609375 1313.5419921875],0.5936166644096375,LOLD,0.06740491092205048
1419,717,[425.18756103515625 960.1519165039062 1010.0175170898438 1431.744140625],car,[648.2605590820312 1360.923828125 789.8040161132812 1398.81005859375],0.44742774963378906,WE40G7,0.19422987574153922
1420,870,[1475.88671875 979.8333129882812 1996.5125732421875 1393.85205078125],car,[1684.74853515625 1268.901123046875 1818.9150390625 1314.7724609375],0.7164729237556458,LPALJA,0.24518312043208182
1420,717,[423.791748046875 962.9622802734375 1012.7689208984375 1432.31591796875],car,[645.6920166015625 1364.4613037109375 788.0426025390625 1404.0526123046875],0.2543056309223175,ME40G,0.18405174775394845
1421,870,[1488.6580810546875 982.0532836914062 1998.646728515625 1399.329833984375],car,[1685.7188720703125 1275.071533203125 1820.8292236328125 1318.798583984375],0.8255141973495483,LPALJA,0.1914166536564045
1421,717,[419.8006286621094 968.2553100585938 1020.8040161132812 1433.862060546875],car,[643.5408935546875 1370.9163818359375 786.8345947265625 1410.2574462890625],0.48588716983795166,N640G7,0.5749472082761765
1422,870,[1504.595703125 984.9417114257812 1999.4761962890625 1403.0416259765625],car,[1687.7066650390625 1276.593017578125 1825.8914794921875 1323.108154296875],0.8212766051292419,LLLI,0.21260608732700348
1422,717,[416.972412109375 972.9970703125 1011.7955322265625 1432.82275390625],car,[644.200439453125 1375.4951171875 785.427734375 1419.10546875],0.5222638249397278,NG40OGJ,0.06106022168158234
1423,870,[1511.68408203125 986.8479614257812 2000.11669921875 1405.1572265625],car,[1687.46142578125 1280.0853271484375 1827.3583984375 1325.8900146484375],0.8095799684524536,LP14LJA,0.5706985999690555
1423,717,[413.7679748535156 976.6168823242188 1015.5267944335938 1431.529541015625],car,[639.94921875 1378.241943359375 784.7252197265625 1420.828125],0.33764028549194336,N6I0G7,0.1266675759658851
1424,870,[1511.7137451171875 990.5799560546875 2002.2115478515625 1408.850341796875],car,[1689.80126953125 1285.249755859375 1824.1279296875 1329.274658203125],0.8552378416061401,LPALJ,0.3475671568169615
1425,870,[1514.1632080078125 994.391357421875 2004.56689453125 1414.4403076171875],car,[1692.391357421875 1292.166015625 1834.127685546875 1334.436279296875],0.8317757248878479,LPELJ,0.33439625900419984
1426,870,[1515.928466796875 996.45361328125 2006.014892578125 1416.642333984375],car,[1691.484375 1294.6614990234375 1829.97021484375 1338.2425537109375],0.8198085427284241,LPILJA,0.3394651386180758
1427,870,[1514.8424072265625 999.4747924804688 2007.9892578125 1420.2940673828125],car,[1690.617431640625 1298.501953125 1835.07958984375 1343.308349609375],0.811235785484314,LPILJ,0.5839471019265102
1428,870,[1514.6240234375 1003.272705078125 2010.9150390625 1424.162841796875],car,[1694.1077880859375 1302.11962890625 1837.6871337890625 1347.51708984375],0.8160125017166138,LPULJA,0.42303024811489925
1429,870,[1513.921142578125 1005.5631103515625 2012.33056640625 1426.07080078125],car,[1695.7911376953125 1304.888916015625 1840.1488037109375 1350.765869140625],0.8780748248100281,LPLLJA,0.4721096095787805
1430,870,[1515.5625 1010.9857788085938 2015.995361328125 1428.8829345703125],car,[1693.80029296875 1308.813232421875 1840.1123046875 1356.168701171875],0.8857253193855286,LPDLJA,0.343222727489679
1431,870,[1515.0361328125 1014.5911254882812 2019.6287841796875 1431.587890625],car,[1697.8125 1311.83203125 1843.36083984375 1359.001953125],0.8764374256134033,LPULJ,0.39135223612984393
1432,870,[1496.7125244140625 1015.7154541015625 2020.888916015625 1432.4100341796875],car,[1699.58837890625 1311.398193359375 1844.168701171875 1361.46044921875],0.8835569620132446,LPCLJI,0.2287130889555822
1433,870,[1489.526611328125 1019.0178833007812 2022.8203125 1434.6741943359375],car,[1702.16943359375 1319.377685546875 1845.7529296875 1366.501708984375],0.8761777281761169,LPILI,0.1551299248614414
1434,870,[1501.8804931640625 1022.4222412109375 2025.34375 1435.77490234375],car,[1703.384521484375 1326.2794189453125 1847.809326171875 1371.4913330078125],0.824277937412262,LPCLJA,0.4471151585604176
1435,870,[1517.580078125 1025.4189453125 2025.91796875 1435.8095703125],car,[1701.883056640625 1326.0771484375 1847.945068359375 1374.1220703125],0.8340039849281311,LPELJA,0.5078641502600024
1436,870,[1503.8759765625 1029.083251953125 2028.2379150390625 1436.2371826171875],car,[1705.04150390625 1330.0198974609375 1846.1630859375 1377.9075927734375],0.8039138317108154,LPILJA,0.28519120340987786
1437,870,[1507.10009765625 1032.7161865234375 2029.953369140625 1436.2193603515625],car,[1708.561767578125 1338.19189453125 1846.487060546875 1381.077392578125],0.8028485178947449,LPIQLJA,0.1349333427707042
1438,870,[1499.1175537109375 1035.1107177734375 2031.1090087890625 1435.56103515625],car,[1708.6795654296875 1341.76318359375 1848.3199462890625 1384.91162109375],0.8682652115821838,LPULJA,0.33917607932512495
1439,870,[1513.181640625 1038.6885986328125 2033.074462890625 1435.82275390625],car,[1710.3201904296875 1345.1129150390625 1851.2476806640625 1387.9910888671875],0.8786453604698181,LPULJ,0.30875624557232983
1440,870,[1497.5904541015625 1042.48388671875 2036.2366943359375 1437.1285400390625],car,[1712.202392578125 1347.9609375 1852.054443359375 1391.87841796875],0.8824905157089233,LPMLJA,0.3264606332534084
1441,870,[1491.908203125 1044.9366455078125 2037.70849609375 1437.166015625],car,[1717.229736328125 1351.303466796875 1853.385498046875 1395.353271484375],0.8390990495681763,LPUDJA,0.1318711851875971
1442,870,[1496.300537109375 1047.9156494140625 2039.8408203125 1437.7271728515625],car,[1715.582763671875 1356.008056640625 1851.493896484375 1401.250732421875],0.7322344183921814,LPULJA,0.08291417552589485
1443,870,[1503.91357421875 1052.060791015625 2041.3026123046875 1437.849609375],car,[1712.458251953125 1359.428466796875 1855.233154296875 1405.496826171875],0.6051558256149292,LPOLJA,0.03737210706762964
1444,870,[1507.893798828125 1054.001708984375 2042.9266357421875 1437.240234375],car,[1712.41162109375 1360.29541015625 1858.52197265625 1407.887451171875],0.7452272176742554,LPVUJA,0.2267286870736861
1445,870,[1514.18994140625 1057.1619873046875 2045.1470947265625 1437.6815185546875],car,[1719.0240478515625 1370.431640625 1863.6971435546875 1413.0458984375],0.5084714889526367,LPULJA,0.2442217095472619
1446,870,[1522.5556640625 1061.181396484375 2048.076171875 1437.3895263671875],car,[1717.058837890625 1375.927734375 1864.268310546875 1418.1875],0.25807639956474304,LPULJA,0.30240249867257624
1447,870,[1511.796142578125 1063.7542724609375 2049.30615234375 1436.5374755859375],car,[1719.172119140625 1376.931640625 1862.993408203125 1420.30517578125],0.37658002972602844,LPLLJA,0.3604101191637941
1563,1362,[568.7052001953125 1062.414794921875 1091.7886962890625 1435.2156982421875],car,[749.6031494140625 1340.009033203125 889.6988525390625 1379.347900390625],0.4228575825691223,JGR,0.037897655522367714
